Unifier ID,Project Name,Description,County,Corridor,Category,Estimated Cost,Unfunded Amount,Status,Readiness,Design Percent,Modes,Year Needed,Fatalities 5yr,Serious Injuries 5yr,High Crash Location,Disadvantaged Community,Rural,Environmental Justice,Tags
UNF-2091,T202413404 Greenville School Zone and Speed Management,"School-zone flashers, gateway treatments, and speed management on local streets feeding US 202 in Greenville.",New Castle,US 202,safety,2980000,2553546,unfunded,construction-ready,87,auto; pedestrian,2026,6,31,true,false,false,false,safety; school; speed-management; lighting
UNF-2092,T202513441 SR 36 Bridge Preservation — Slaughter Beach Southbound,"Deck overlay, joint replacement, and scour countermeasures on the SR 36 bridge near Slaughter Beach (MP 29.0).",Sussex,SR 36,bridge,17880000,17506317,partially-funded,planning,7,auto; freight,2029,0,5,false,true,false,false,bridge; preservation; state-of-good-repair
UNF-2093,T202613478 SR 20 Concrete Pavement Restoration — Felton,"Slab repair, diamond grinding, and joint resealing on SR 20 MP 9.5 in Kent County near Felton.",Kent,SR 20,pavement,19070000,18270614,unfunded,row,57,auto,2026,1,14,false,false,false,true,pavement; concrete; preservation
UNF-2094,T202713515 SR 30 Concrete Pavement Restoration — Selbyville,"Slab repair, diamond grinding, and joint resealing on SR 30 MP 25.3 in Sussex County near Selbyville.",Sussex,SR 30,pavement,12900000,11335641,unfunded,final-design,66,auto,2025,0,3,false,false,true,false,pavement; concrete; preservation
UNF-2095,T202213552 Port Penn Sidewalk and Crossing Gap Closure — SR 299,"Fill sidewalk gaps and add high-visibility crossings along SR 299 MP 3.8 in Port Penn, with ADA curb ramps.",New Castle,SR 299,bike-ped,5460000,5247312,unfunded,row,54,pedestrian; bicycle,2026,2,10,true,true,true,false,pedestrian; ada; crossing; vru
UNF-2096,T202313589 SR 82 Bridge Culvert Replacement — Glasgow,Replace a deteriorated culvert on SR 82 MP 14.3 near Glasgow to restore hydraulic capacity and legal loads.,New Castle,SR 82,bridge,5070000,4503924,unfunded,preliminary-design,27,auto; freight,2025,0,4,false,false,false,false,bridge; culvert; scour; state-of-good-repair
UNF-2097,T202413626 Frederica Sidewalk and Crossing Gap Closure — US 301,"Fill sidewalk gaps and add high-visibility crossings along US 301 MP 14.7 in Frederica, with ADA curb ramps.",Kent,US 301,bike-ped,2490000,2117748,unfunded,preliminary-design,21,pedestrian; bicycle,2025,0,4,false,false,true,false,pedestrian; ada; crossing; vru
UNF-2098,T202513663 SR 24 Pavement Rehab — Wyoming FY27,Mill and overlay of deteriorated SR 24 lanes through Wyoming (MP 22.7) to restore ride quality. Limited safety or equity components.,Kent,SR 24,pavement,15320000,12116751,unfunded,preliminary-design,30,auto,2027,0,5,false,false,false,true,pavement; preservation; state-of-good-repair
UNF-2099,T202613700 SR 42 Lane Departure Countermeasures — Dewey Beach,"Rumble strips, high-friction surface treatment, and curve warning upgrades on SR 42 MP 22.2 near Dewey Beach.",Sussex,SR 42,safety,8420000,6730458,unfunded,final-design,63,auto,2026,3,15,true,true,true,false,lane-departure; rural; high-friction; systemic; safety
UNF-2100,T202713737 Ellendale Complete Streets — SR 36 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on SR 36 through Ellendale town center (Northbound).",Sussex,SR 36,complete-streets,9350000,9309934,unfunded,construction-ready,85,auto; pedestrian; bicycle,2028,6,34,true,true,false,true,complete-streets; bike-ped; equity; safety
UNF-2101,T202213774 SR 8 Bridge Preservation — Georgetown Group B,"Deck overlay, joint replacement, and scour countermeasures on the SR 8 bridge near Georgetown (MP 18.5).",Sussex,SR 8,bridge,14730000,12503928,unfunded,preliminary-design,26,auto; freight,2028,0,3,false,true,false,false,bridge; preservation; state-of-good-repair
UNF-2102,T202313811 SR 9 Lane Departure Countermeasures — Gumboro,"Rumble strips, high-friction surface treatment, and curve warning upgrades on SR 9 MP 19.2 near Gumboro.",Sussex,SR 9,safety,4020000,3229477,partially-funded,row,59,auto,2028,2,20,true,true,true,false,lane-departure; rural; high-friction; systemic; safety
UNF-2103,T202413848 Bridgeville Adaptive Signal System — US 13,"Adaptive signal control, detection, and communications along US 13 MP 5.9 in Bridgeville.",Sussex,US 13,signals,2600000,2375083,unfunded,final-design,75,auto; transit,2029,0,11,false,true,true,true,signal; operations; congestion; safety
UNF-2104,T202513885 Leipsic DART Stop and Access Improvements — SR 26,"Accessible pads, shelters, lighting, and sidewalk connections to DART stops on SR 26 in Leipsic.",Kent,SR 26,transit,6360000,4998207,unfunded,final-design,82,transit; pedestrian,2025,1,16,true,false,true,false,transit; equity; pedestrian; ada
UNF-2105,T202613922 Dewey Beach Adaptive Signal System — US 202,"Adaptive signal control, detection, and communications along US 202 MP 2.0 in Dewey Beach.",Sussex,US 202,signals,4910000,4473991,unfunded,planning,7,auto; transit,2027,0,3,false,true,true,false,signal; operations; congestion; safety
UNF-2106,T202713959 US 113 Drainage and Flood Mitigation — Milford,Stormwater upgrades and roadway raising where US 113 MP 4.1 floods near Milford.,Kent,US 113,resilience,15080000,12193698,unfunded,construction-ready,99,auto,2025,0,13,false,true,true,false,flood; drainage; resilience
UNF-2107,T202213996 SR 2 Intersection Safety Package — Port Penn Northbound,"Systemic safety package at SR 2 MP 12.7 serving Port Penn: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",New Castle,SR 2,safety,10550000,9577517,unfunded,row,37,auto; pedestrian,2029,5,20,true,true,true,false,intersection; signal; safety; pedestrian; high-crash
UNF-2108,T202314033 Leipsic Sidewalk and Crossing Gap Closure — SR 8,"Fill sidewalk gaps and add high-visibility crossings along SR 8 MP 42.2 in Leipsic, with ADA curb ramps.",Kent,SR 8,bike-ped,6100000,4986126,unfunded,planning,11,pedestrian; bicycle,2027,6,28,true,false,true,true,pedestrian; ada; crossing; vru
UNF-2109,T202414070 SR 1 Concrete Pavement Restoration — Lewes,"Slab repair, diamond grinding, and joint resealing on SR 1 MP 24.7 in Sussex County near Lewes.",Sussex,SR 1,pavement,19270000,17767847,unfunded,construction-ready,94,auto,2026,1,11,false,true,false,true,pavement; concrete; preservation
UNF-2110,T202514107 Magnolia Slope Stabilization — SR 52 MP 32.2,"Embankment repair, drainage, and slope stabilization on SR 52 near Magnolia after repeated washouts.",Kent,SR 52,resilience,8430000,8290178,unfunded,planning,11,auto,2025,0,3,false,true,false,false,slope; drainage; resilience; geotech
UNF-2111,T202614144 SR 30 Intersection Safety Package — Felton Southbound,"Systemic safety package at SR 30 MP 23.7 serving Felton: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Kent,SR 30,safety,13630000,11352707,unfunded,final-design,65,auto; pedestrian,2029,3,21,true,true,true,true,intersection; signal; safety; pedestrian; high-crash
UNF-2112,T202714181 Pike Creek Road Diet and Downtown Safety — SR 10,"Road diet, on-street parking reconfiguration, ADA ramps, and pedestrian lighting in Pike Creek along SR 10.",New Castle,SR 10,complete-streets,10430000,8926297,unfunded,final-design,62,auto; pedestrian; bicycle,2027,6,30,true,true,false,true,road-diet; ada; downtown; complete-streets; safety
UNF-2113,T202214218 Edgemoor Road Diet and Downtown Safety — SR 9,"Road diet, on-street parking reconfiguration, ADA ramps, and pedestrian lighting in Edgemoor along SR 9.",New Castle,SR 9,complete-streets,6990000,5930770,unfunded,planning,16,auto; pedestrian; bicycle,2029,4,27,true,false,false,true,road-diet; ada; downtown; complete-streets; safety
UNF-2114,T202314255 Claymont Sidewalk and Crossing Gap Closure — US 113,"Fill sidewalk gaps and add high-visibility crossings along US 113 MP 44.5 in Claymont, with ADA curb ramps.",New Castle,US 113,bike-ped,5580000,4713611,unfunded,preliminary-design,20,pedestrian; bicycle,2027,0,11,false,true,true,false,pedestrian; ada; crossing; vru
UNF-2115,T202414292 Little Creek Sidewalk and Crossing Gap Closure — DE 1,"Fill sidewalk gaps and add high-visibility crossings along DE 1 MP 16.5 in Little Creek, with ADA curb ramps.",Kent,DE 1,bike-ped,2280000,2235573,unfunded,final-design,66,pedestrian; bicycle,2026,6,36,true,true,false,false,pedestrian; ada; crossing; vru
UNF-2116,T202514329 US 113 Bridge Culvert Replacement — Newport,Replace a deteriorated culvert on US 113 MP 42.9 near Newport to restore hydraulic capacity and legal loads.,New Castle,US 113,bridge,8830000,7006472,unfunded,final-design,69,auto; freight,2028,1,16,true,false,false,false,bridge; culvert; scour; state-of-good-repair
UNF-2117,T202614366 Clayton Sidewalk and Crossing Gap Closure — SR 2,"Fill sidewalk gaps and add high-visibility crossings along SR 2 MP 42.3 in Clayton, with ADA curb ramps.",Kent,SR 2,bike-ped,6520000,6054199,unfunded,final-design,76,pedestrian; bicycle,2026,4,23,true,true,false,false,pedestrian; ada; crossing; vru
UNF-2118,T202714403 Red Lion Truck Route Geometric Improvements — US 113,Widen turning radii and upgrade shoulders for freight movements on US 113 MP 23.3 near Red Lion.,New Castle,US 113,freight,9550000,9254872,unfunded,preliminary-design,30,freight; auto,2026,0,8,false,false,false,false,freight; geometry; shoulders
UNF-2119,T202214440 Rehoboth Beach Adaptive Signal System — SR 30,"Adaptive signal control, detection, and communications along SR 30 MP 38.2 in Rehoboth Beach.",Sussex,SR 30,signals,8100000,6162585,unfunded,construction-ready,93,auto; transit,2027,1,15,true,false,true,true,signal; operations; congestion; safety
UNF-2120,T202314477 SR 26 Drainage and Flood Mitigation — Dagsboro,Stormwater upgrades and roadway raising where SR 26 MP 11.5 floods near Dagsboro.,Sussex,SR 26,resilience,11500000,10175360,unfunded,preliminary-design,25,auto,2026,0,4,false,false,false,true,flood; drainage; resilience
UNF-2121,T202414514 SR 404 Bridge Preservation — Henlopen Acres Phase 2,"Deck overlay, joint replacement, and scour countermeasures on the SR 404 bridge near Henlopen Acres (MP 2.5).",Sussex,SR 404,bridge,11700000,11510160,unfunded,planning,8,auto; freight,2027,1,4,false,false,true,false,bridge; preservation; state-of-good-repair
UNF-2122,T202514551 SR 20 Pavement Rehab — Bridgeville Group B,Mill and overlay of deteriorated SR 20 lanes through Bridgeville (MP 32.2) to restore ride quality. Limited safety or equity components.,Sussex,SR 20,pavement,15240000,14327693,partially-funded,preliminary-design,34,auto,2025,1,17,true,false,true,false,pavement; preservation; state-of-good-repair
UNF-2123,T202614588 Rehoboth Beach DART Stop and Access Improvements — SR 7,"Accessible pads, shelters, lighting, and sidewalk connections to DART stops on SR 7 in Rehoboth Beach.",Sussex,SR 7,transit,4440000,3774078,unfunded,final-design,60,transit; pedestrian,2029,0,12,false,false,true,false,transit; equity; pedestrian; ada
UNF-2124,T202714625 Hockessin Complete Streets — I-295 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on I-295 through Hockessin town center (Group B).",New Castle,I-295,complete-streets,7310000,5595473,unfunded,final-design,69,auto; pedestrian; bicycle,2025,1,10,false,true,false,false,complete-streets; bike-ped; equity; safety
UNF-2125,T202214662 Delaware City Sidewalk and Crossing Gap Closure — US 301,"Fill sidewalk gaps and add high-visibility crossings along US 301 MP 23.7 in Delaware City, with ADA curb ramps.",New Castle,US 301,bike-ped,3020000,2657443,partially-funded,row,50,pedestrian; bicycle,2029,0,12,false,false,false,false,pedestrian; ada; crossing; vru
UNF-2126,T202314699 Port Penn Shared-Use Path — SR 42 Southbound,Construct a shared-use path parallel to SR 42 MP 45.0 connecting neighborhoods and schools in Port Penn.,New Castle,SR 42,bike-ped,9480000,8995793,unfunded,construction-ready,99,pedestrian; bicycle,2028,2,10,true,false,false,false,bicycle; pedestrian; trail; vru
UNF-2127,T202414736 Bellefonte Local Road Safety Plan,Data-driven local road safety plan for Bellefonte identifying a high-injury network and proven countermeasures.,New Castle,SR 896,planning,250000,191306,unfunded,construction-ready,87,auto; pedestrian,2027,0,11,false,false,false,true,safety-plan; data-driven; planning
UNF-2128,T202514773 US 202 Bridge Culvert Replacement — Greenwood,Replace a deteriorated culvert on US 202 MP 44.1 near Greenwood to restore hydraulic capacity and legal loads.,Sussex,US 202,bridge,4020000,3039126,unfunded,construction-ready,99,auto; freight,2028,0,4,false,false,true,false,bridge; culvert; scour; state-of-good-repair
UNF-2129,T202614810 DART Bus Fleet Replacement — Delmar Division,"Replace diesel buses with low- and no-emission transit buses and related equipment at the DART Delmar division, including depot charging.",Sussex,SR 24,transit,10780000,10266845,partially-funded,row,49,transit,2026,1,10,false,true,true,false,transit; bus-fleet; low-no; zero-emission; garage
UNF-2130,T202714847 SR 8 Bridge Preservation — Christiana Northbound,"Deck overlay, joint replacement, and scour countermeasures on the SR 8 bridge near Christiana (MP 18.5).",New Castle,SR 8,bridge,14960000,13908465,unfunded,row,57,auto; freight,2026,0,9,false,false,false,false,bridge; preservation; state-of-good-repair
UNF-2131,T202214884 Selbyville Road Diet and Downtown Safety — SR 202,"Road diet, on-street parking reconfiguration, ADA ramps, and pedestrian lighting in Selbyville along SR 202.",Sussex,SR 202,complete-streets,13930000,13798461,unfunded,row,50,auto; pedestrian; bicycle,2028,5,24,true,true,true,true,road-diet; ada; downtown; complete-streets; safety
UNF-2132,T202314921 SR 8 Pavement Rehab — Milford FY26,Mill and overlay of deteriorated SR 8 lanes through Milford (MP 42.9) to restore ride quality. Limited safety or equity components.,Kent,SR 8,pavement,5220000,4731234,unfunded,construction-ready,94,auto,2026,0,3,false,true,false,false,pavement; preservation; state-of-good-repair
UNF-2133,T202414958 SR 7 Concrete Pavement Restoration — Cheswold,"Slab repair, diamond grinding, and joint resealing on SR 7 MP 1.4 in Kent County near Cheswold.",Kent,SR 7,pavement,9560000,9149553,unfunded,planning,12,auto,2026,1,9,false,false,false,false,pavement; concrete; preservation
UNF-2134,T202514995 SR 26 Pavement Rehab — Bowers FY26,Mill and overlay of deteriorated SR 26 lanes through Bowers (MP 27.7) to restore ride quality. Limited safety or equity components.,Kent,SR 26,pavement,11190000,9226699,partially-funded,planning,11,auto,2029,1,6,false,true,true,true,pavement; preservation; state-of-good-repair
